Questions,Category
Who directed the movie 'Titanic'?,qanda_dataset
Who built the Great Wall of China?,qanda_dataset
Who invented the World Wide Web?,qanda_dataset
Who is the most followed person on Instagram?,qanda_dataset
Who is the current president of France?,qanda_dataset
Who invented the telephone?,qanda_dataset
Who played Iron Man in Marvel movies?,qanda_dataset
Who is the author of 'Harry Potter'?,qanda_dataset
Who wrote the play 'Romeo and Juliet'?,qanda_dataset
Who developed the first COVID-19 vaccine?,qanda_dataset
Who won the first Academy Award for Best Picture?,qanda_dataset
Who created the first programmable computer?,qanda_dataset
Who is the CEO of Amazon?,qanda_dataset
Who discovered radioactivity?,qanda_dataset
Who is the founder of Netflix?,qanda_dataset
Who built the Taj Mahal?,qanda_dataset
Who won the most gold medals in a single Olympics?,qanda_dataset
Who is the protagonist in 'Breaking Bad'?,qanda_dataset
Who is the main antagonist in 'Star Wars'?,qanda_dataset
Who invented the microwave?,qanda_dataset
Who painted 'The Starry Night'?,qanda_dataset
Who is the captain of the US women's soccer team?,qanda_dataset
Who was the first woman to win a Nobel Prize?,qanda_dataset
Who discovered electricity?,qanda_dataset
Who is the author of 'The Catcher in the Rye'?,qanda_dataset
Who created the character Spider-Man?,qanda_dataset
Who discovered the polio vaccine?,qanda_dataset
Who is the founder of SpaceX?,qanda_dataset
Who is the author of 'The Hobbit'?,qanda_dataset
Who invented the first computer?,qanda_dataset
Who directed the movie 'Inception'?,qanda_dataset
Who discovered the planet Uranus?,qanda_dataset
Who is the leader of North Korea?,qanda_dataset
Who is the protagonist in 'Stranger Things'?,qanda_dataset
Who designed the Sydney Opera House?,qanda_dataset
Who played the character of Batman in 'The Dark Knight'?,qanda_dataset
Who is the current president of the World Bank?,qanda_dataset
Who created the Apple iPhone?,qanda_dataset
Who was the first human to orbit the Earth?,qanda_dataset
Who is the author of '1984'?,qanda_dataset
Who is the main character in 'Game of Thrones'?,qanda_dataset
Who created the character Mickey Mouse?,qanda_dataset
Who invented the printing press?,qanda_dataset
Who is the most successful Olympic athlete of all time?,qanda_dataset
Who is the current head of the World Health Organization?,qanda_dataset
Who wrote the novel 'The Alchemist'?,qanda_dataset
Who directed the movie 'Avatar'?,qanda_dataset
Who discovered the vaccine for smallpox?,qanda_dataset
Who is the protagonist in 'The Great Gatsby'?,qanda_dataset
Who is the founder of Microsoft?,qanda_dataset
Who wrote the book 'The Da Vinci Code'?,qanda_dataset
Who discovered the planet Neptune?,qanda_dataset
Who played Captain America in Marvel movies?,qanda_dataset
Who is the inventor of the steam engine?,qanda_dataset
Who is the Prime Minister of Canada?,qanda_dataset
Who is the founder of Alibaba?,qanda_dataset
Who is the current President of the United States?,qanda_dataset
Who discovered penicillin?,qanda_dataset
Who was the first person to climb Mount Everest?,qanda_dataset
Who is the author of 'Harry Potter'?,qanda_dataset
Who painted the Mona Lisa?,qanda_dataset
What is the capital of France?,qanda_dataset
What is the largest planet in the solar system?,qanda_dataset
What is the boiling point of water?,qanda_dataset
What are the seven continents?,qanda_dataset
What is the purpose of a resume?,qanda_dataset
Where is the Great Wall of China located?,qanda_dataset
Where was the Declaration of Independence signed?,qanda_dataset
Where is the tallest building in the world?,qanda_dataset
Where can I find the nearest hospital?,qanda_dataset
Where do polar bears live?,qanda_dataset
When was the internet invented?,qanda_dataset
When did World War II end?,qanda_dataset
When is the next solar eclipse?,qanda_dataset
When do the Olympic Games occur?,qanda_dataset
When was the first moon landing?,qanda_dataset
Why is the sky blue?,qanda_dataset
Why do we need to drink water?,qanda_dataset
Why is exercise important for health?,qanda_dataset
Why do seasons change?,qanda_dataset
Why do airplanes fly?,qanda_dataset
How do I reset my phone?,qanda_dataset
How is electricity generated?,qanda_dataset
How do I bake a cake?,qanda_dataset
How do I calculate my BMI?,qanda_dataset
How does photosynthesis work?,qanda_dataset
Who invented the light bulb?,qanda_dataset
What is the most spoken language in the world?,qanda_dataset
Where is the Amazon Rainforest located?,qanda_dataset
When is the best time to visit Paris?,qanda_dataset
Why do we need sleep?,qanda_dataset
How do I book a flight online?,qanda_dataset
Who is the founder of Microsoft?,qanda_dataset
What is the chemical symbol for gold?,qanda_dataset
Where does the Nile River flow?,qanda_dataset
When was the printing press invented?,qanda_dataset
Why is recycling important?,qanda_dataset
How do I tie a tie?,qanda_dataset
Who wrote the play 'Romeo and Juliet'?,qanda_dataset
What is the tallest mountain in the world?,qanda_dataset
Where can I find free online courses?,qanda_dataset
When was the first computer built?,qanda_dataset
Why is eating vegetables important?,qanda_dataset
How do I create a password?,qanda_dataset
Who discovered gravity?,qanda_dataset
What is the speed of light?,qanda_dataset
Where is the Eiffel Tower located?,qanda_dataset
When was the first smartphone released?,qanda_dataset
Why do people celebrate birthdays?,qanda_dataset
How do I start a business?,qanda_dataset
Who is the main character in 'The Great Gatsby'?,qanda_dataset
What is the purpose of the United Nations?,qanda_dataset
Where was the Titanic built?,qanda_dataset
When was the telephone invented?,qanda_dataset
Why do birds migrate?,qanda_dataset
How do I learn to play the piano?,qanda_dataset
Who discovered the Americas?,qanda_dataset
What is the currency of Japan?,qanda_dataset
Where is the Sahara Desert?,qanda_dataset
When is the next leap year?,qanda_dataset
Why do humans need oxygen?,qanda_dataset
How do I change a flat tire?,qanda_dataset
Who is the President of Russia?,qanda_dataset
What is the largest ocean on Earth?,qanda_dataset
Where is Mount Everest located?,qanda_dataset
When did the Wright brothers invent the airplane?,qanda_dataset
Why do we celebrate Earth Day?,qanda_dataset
How does a computer work?,qanda_dataset
Who won the Nobel Peace Prize last year?,qanda_dataset
What is the purpose of a credit card?,qanda_dataset
Where is the Taj Mahal?,qanda_dataset
When was the first Olympic Games held?,qanda_dataset
Why do we have time zones?,qanda_dataset
How do I improve my writing skills?,qanda_dataset
Who is the inventor of the light bulb?,qanda_dataset
Who is the current President of France?,qanda_dataset
Who discovered the theory of evolution?,qanda_dataset
Who painted 'The Starry Night'?,qanda_dataset
Who is the founder of Amazon?,qanda_dataset
What is the largest mammal on Earth?,qanda_dataset
What is the purpose of a resume?,qanda_dataset
What is the capital city of Italy?,qanda_dataset
What is the boiling point of water in Celsius?,qanda_dataset
What is the currency used in Japan?,qanda_dataset
Where is the Eiffel Tower located?,qanda_dataset
Where does the Amazon River flow?,qanda_dataset
Where can I find free e-books online?,qanda_dataset
Where was the first airplane invented?,qanda_dataset
Where is the headquarters of the United Nations?,qanda_dataset
When was the first computer built?,qanda_dataset
When did World War I begin?,qanda_dataset
When is the next full moon?,qanda_dataset
When was the first smartphone released?,qanda_dataset
When do the Olympic Games take place?,qanda_dataset
Why is exercise important for health?,qanda_dataset
Why do humans need sleep?,qanda_dataset
Why do we celebrate Earth Day?,qanda_dataset
Why do birds migrate?,qanda_dataset
Why is recycling important?,qanda_dataset
How do I bake a cake from scratch?,qanda_dataset
How does photosynthesis work?,qanda_dataset
How do I calculate my BMI?,qanda_dataset
How do airplanes fly?,qanda_dataset
How do I set up a new smartphone?,qanda_dataset
Who was the first person to walk on the moon?,qanda_dataset
Who is the author of 'To Kill a Mockingbird'?,qanda_dataset
Who is the richest person in the world?,qanda_dataset
Who is the main character in 'Sherlock Holmes'?,qanda_dataset
Who discovered electricity?,qanda_dataset
What is the smallest country in the world?,qanda_dataset
What is the longest river in the world?,qanda_dataset
What is the purpose of a credit card?,qanda_dataset
What are the basic colors of the rainbow?,qanda_dataset
What is the fastest land animal?,qanda_dataset
Where is the Great Wall of China located?,qanda_dataset
Where can I find a public library near me?,qanda_dataset
Where is the Sahara Desert?,qanda_dataset
Where is the tallest building in the world located?,qanda_dataset
Where does milk come from?,qanda_dataset
When was the internet invented?,qanda_dataset
When is the best time to plant vegetables?,qanda_dataset
When did humans first land on the moon?,qanda_dataset
When does the rainy season start?,qanda_dataset
When is the best time to visit the Grand Canyon?,qanda_dataset
Why is the sky blue?,qanda_dataset
Why do leaves change color in autumn?,qanda_dataset
Why is water important for life?,qanda_dataset
Why do we have seasons?,qanda_dataset
Why do stars twinkle?,qanda_dataset
How do I cook rice without it sticking?,qanda_dataset
How does a car engine work?,qanda_dataset
How do I write a formal email?,qanda_dataset
How do I find my Wi-Fi password?,qanda_dataset
How does the human brain work?,qanda_dataset
Who invented the first car?,qanda_dataset
Who is the founder of Microsoft?,qanda_dataset
Who directed the movie 'Avatar'?,qanda_dataset
Who is the protagonist in 'The Great Gatsby'?,qanda_dataset
Who won the last FIFA World Cup?,qanda_dataset
What is the largest ocean on Earth?,qanda_dataset
What is the purpose of a firewall?,qanda_dataset
What is the difference between weather and climate?,qanda_dataset
What is the speed of light?,qanda_dataset
What is the most spoken language in the world?,qanda_dataset
Where is Mount Everest located?,qanda_dataset
Where was the Titanic built?,qanda_dataset
Where can I watch free educational videos online?,qanda_dataset
Where is the nearest recycling center?,qanda_dataset
Where does chocolate come from?,qanda_dataset
When was the telephone invented?,qanda_dataset
When did the Wright brothers invent the airplane?,qanda_dataset
When is the next total solar eclipse?,qanda_dataset
When do flowers typically bloom in spring?,qanda_dataset
When was the first Harry Potter book published?,qanda_dataset
Why do we have time zones?,qanda_dataset
Why do volcanoes erupt?,qanda_dataset
Why is biodiversity important?,qanda_dataset
Why do some people snore?,qanda_dataset
Why do airplanes fly so high?,qanda_dataset
How do I learn a new language?,qanda_dataset
How do I change a flat tire?,qanda_dataset
How do I start a vegetable garden?,qanda_dataset
How do I open a bank account?,qanda_dataset
How do I plan a budget for travel?,qanda_dataset
Who is the inventor of the airplane?,qanda_dataset
Who is the current President of the European Union?,qanda_dataset
Who wrote the book '1984'?,qanda_dataset
Who created the World Wide Web?,qanda_dataset
Who was the first woman to win a Nobel Prize?,qanda_dataset
What is the capital of Germany?,qanda_dataset
What is the largest desert on Earth?,qanda_dataset
What is the main ingredient in bread?,qanda_dataset
What are the symptoms of the common cold?,qanda_dataset
What is the national bird of the United States?,qanda_dataset
Where is the Amazon Rainforest located?,qanda_dataset
Where can I learn about my local history?,qanda_dataset
Where is the tallest mountain in Africa?,qanda_dataset
Where was the Declaration of Independence signed?,qanda_dataset
Where does the Nile River start?,qanda_dataset
When was the Great Wall of China built?,qanda_dataset
When did humans first domesticate animals?,qanda_dataset
When is the best time to plant flowers?,qanda_dataset
When was the first automobile invented?,qanda_dataset
When do summer vacations typically start?,qanda_dataset
Why is the ocean salty?,qanda_dataset
Why do humans have fingerprints?,qanda_dataset
Why is saving money important?,qanda_dataset
Why do stars form constellations?,qanda_dataset
Why do we celebrate New Year's Day?,qanda_dataset
How do I register to vote?,qanda_dataset
How does a refrigerator work?,qanda_dataset
How do I bake cookies from scratch?,qanda_dataset
How do I set up a Wi-Fi network at home?,qanda_dataset
How do I improve my public speaking skills?,qanda_dataset
Who is the current Prime Minister of Canada?,qanda_dataset
Who invented the steam engine?,qanda_dataset
Who directed the movie 'Jurassic Park'?,qanda_dataset
Who won the first Nobel Peace Prize?,qanda_dataset
Who is the author of 'The Catcher in the Rye'?,qanda_dataset
What is the chemical formula for water?,qanda_dataset
What is the average human lifespan?,qanda_dataset
What are the seven wonders of the world?,qanda_dataset
What is the purpose of a solar panel?,qanda_dataset
What is the official language of Brazil?,qanda_dataset
Where is the Sydney Opera House located?,qanda_dataset
Where can I find free online educational resources?,qanda_dataset
Where is the coldest place on Earth?,qanda_dataset
Where does honey come from?,qanda_dataset
Where was the internet first invented?,qanda_dataset
When was the first video game created?,qanda_dataset
When do plants need the most sunlight?,qanda_dataset
When was the last lunar eclipse?,qanda_dataset
When do people typically retire?,qanda_dataset
When was the first airplane flight?,qanda_dataset
Why do some animals hibernate?,qanda_dataset
Why is regular exercise beneficial?,qanda_dataset
Why do humans have two lungs?,qanda_dataset
Why is the moon sometimes visible during the day?,qanda_dataset
Why do we use paper money?,qanda_dataset
How do I start a blog?,qanda_dataset
How do airplanes stay in the air?,qanda_dataset
How do I make homemade pasta?,qanda_dataset
How do I learn to play the guitar?,qanda_dataset
How do I apply for a passport?,qanda_dataset
Who is the founder of SpaceX?,qanda_dataset
Who was the first person to discover Antarctica?,qanda_dataset
Who is the main character in 'Pride and Prejudice'?,qanda_dataset
Who directed the movie 'The Lion King'?,qanda_dataset
Who won the last Summer Olympics?,qanda_dataset
What is the smallest planet in the solar system?,qanda_dataset
What is the function of the human heart?,qanda_dataset
What is the best way to study for an exam?,qanda_dataset
What is the capital of Japan?,qanda_dataset
What is the role of the ozone layer?,qanda_dataset
Where is the Leaning Tower of Pisa located?,qanda_dataset
Where can I find nearby restaurants?,qanda_dataset
Where is the largest aquarium in the world?,qanda_dataset
Where does silk come from?,qanda_dataset
Where is the Pacific Ocean located?,qanda_dataset
When was the first space mission?,qanda_dataset
When did humans first use fire?,qanda_dataset
When does the next holiday season begin?,qanda_dataset
When was the wheel invented?,qanda_dataset
When did the first dinosaur exist?,qanda_dataset
Why do we dream?,qanda_dataset
Why is water essential for life?,qanda_dataset
Why do some animals migrate?,qanda_dataset
Why do humans need vitamins?,qanda_dataset
Why is renewable energy important?,qanda_dataset
How do I create a budget plan?,qanda_dataset
How do I fix a flat bicycle tire?,qanda_dataset
How do I write a professional email?,qanda_dataset
How do I recycle electronic waste?,qanda_dataset
How do plants grow?,qanda_dataset
Who invented the telephone?,qanda_dataset
Who is the first woman to travel into space?,qanda_dataset
Who wrote the book 'The Alchemist'?,qanda_dataset
Who is the lead singer of U2?,qanda_dataset
Who discovered the vaccine for smallpox?,qanda_dataset
What is the purpose of a thermometer?,qanda_dataset
What is the capital of Canada?,qanda_dataset
What is the primary ingredient in chocolate?,qanda_dataset
What is the tallest building in the United States?,qanda_dataset
What are the main causes of climate change?,qanda_dataset
Where is the Great Barrier Reef located?,qanda_dataset
Where can I find a nearby recycling center?,qanda_dataset
Where is the headquarters of NASA?,qanda_dataset
Where was the first McDonald’s restaurant opened?,qanda_dataset
Where can I find the world's largest library?,qanda_dataset
When was the first photograph taken?,qanda_dataset
When did humans first invent writing?,qanda_dataset
When is the next total lunar eclipse?,qanda_dataset
When was the United Nations established?,qanda_dataset
When do cherry blossoms bloom in Japan?,qanda_dataset
Why do we need oxygen to survive?,qanda_dataset
Why is brushing your teeth important?,qanda_dataset
Why do planes have wings?,qanda_dataset
Why is it important to save endangered species?,qanda_dataset
Why do people celebrate Valentine's Day?,qanda_dataset
How does a microwave work?,qanda_dataset
How do I boil an egg?,qanda_dataset
How does a compass help with navigation?,qanda_dataset
How do I learn a foreign language?,qanda_dataset
How do I calculate the area of a rectangle?,qanda_dataset
Who is the author of 'War and Peace'?,qanda_dataset
Who invented the internet?,qanda_dataset
Who is the founder of Facebook?,qanda_dataset
Who played the main role in the movie 'Forrest Gump'?,qanda_dataset
Who discovered the planet Uranus?,qanda_dataset
What is the largest animal in the ocean?,qanda_dataset
What is the smallest unit of matter?,qanda_dataset
What is the main purpose of a fire extinguisher?,qanda_dataset
What is the average speed of a cheetah?,qanda_dataset
What is the significance of the Statue of Liberty?,qanda_dataset
Where is the Taj Mahal located?,qanda_dataset
Where can I find information about local history?,qanda_dataset
Where is the coldest place on Earth?,qanda_dataset
Where is the nearest zoo?,qanda_dataset
Where was the first Olympic Games held?,qanda_dataset
When was the light bulb invented?,qanda_dataset
When was the first modern computer created?,qanda_dataset
When do birds migrate south?,qanda_dataset
When was the first email sent?,qanda_dataset
When does winter begin in the Northern Hemisphere?,qanda_dataset
Why do humans have fingerprints?,qanda_dataset
Why do we celebrate Independence Day?,qanda_dataset
Why do stars shine?,qanda_dataset
Why is education important?,qanda_dataset
Why do people exercise?,qanda_dataset
How do I bake a chocolate cake?,qanda_dataset
How does an airplane take off?,qanda_dataset
How do I set up a Wi-Fi network?,qanda_dataset
How do I create a budget?,qanda_dataset
How does the water cycle work?,qanda_dataset
Who discovered penicillin?,qanda_dataset
Who is the CEO of Tesla?,qanda_dataset
Who created the Marvel Cinematic Universe?,qanda_dataset
Who won the first Nobel Prize?,qanda_dataset
Who was the first woman to win an Olympic gold medal?,qanda_dataset
What is the difference between a virus and a bacteria?,qanda_dataset
What is the role of carbohydrates in the human body?,qanda_dataset
What is the capital of Australia?,qanda_dataset
What is the main function of the human brain?,qanda_dataset
What are the colors of the Olympic rings?,qanda_dataset
Where does coffee originate from?,qanda_dataset
Where can I watch free documentaries online?,qanda_dataset
Where is the largest waterfall in the world?,qanda_dataset
Where does the Danube River flow?,qanda_dataset
Where was the airplane invented?,qanda_dataset
When was the printing press invented?,qanda_dataset
When is the best time to visit Antarctica?,qanda_dataset
When do leaves change color in autumn?,qanda_dataset
When did humans first walk upright?,qanda_dataset
When was the first iPhone released?,qanda_dataset
Why do we recycle plastic?,qanda_dataset
Why do animals hibernate?,qanda_dataset
Why is it important to drink water?,qanda_dataset
Why do people wear sunscreen?,qanda_dataset
Why is teamwork important in sports?,qanda_dataset
How does a solar panel work?,qanda_dataset
How do I clean a coffee maker?,qanda_dataset
How does a rocket launch into space?,qanda_dataset
How do I write a resume?,qanda_dataset
How does the internet work?,qanda_dataset
